path,pred_label,confidence,p(Portraits),p(Protests),p(Casualities),p(Posts)
/content/drive/MyDrive/Data/Predict/453651071_466372339682857_8233097025790286355_n.jpg,notlabeled,0.3873,0.0542,0.3794,0.1792,0.3873
/content/drive/MyDrive/Data/Predict/453431507_1167964364511811_1937042208356643747_n.webp,notlabeled,0.604,0.2593,0.0473,0.0894,0.604
/content/drive/MyDrive/Data/Predict/453711522_836368708501217_6486385344505483825_n.jpg,notlabeled,0.713,0.0526,0.0985,0.1359,0.713
/content/drive/MyDrive/Data/Predict/453913405_414247978318151_2412617070637997443_n.webp,notlabeled,0.6467,0.1778,0.088,0.0876,0.6467
/content/drive/MyDrive/Data/Predict/454015202_8079795568771066_2968909213943968809_n.webp,notlabeled,0.3526,0.1775,0.3526,0.2155,0.2543
/content/drive/MyDrive/Data/Predict/471269047_17881137450197594_1658198025577604193_n.jpg,notlabeled,0.7363,0.0841,0.7363,0.1079,0.0717
/content/drive/MyDrive/Data/Predict/453851930_17861680869197594_153106729678600968_n.jpg,notlabeled,0.7674,0.1,0.7674,0.0977,0.035
/content/drive/MyDrive/Data/Predict/453885424_513453641127259_6554358823305844440_n.jpg,notlabeled,0.4157,0.2004,0.1932,0.4157,0.1907
/content/drive/MyDrive/Data/Predict/453889072_463238389907247_2420459603729491590_n.jpg,notlabeled,0.2833,0.2319,0.2203,0.2645,0.2833
/content/drive/MyDrive/Data/Predict/471764942_17963624411836328_3511236846146601113_n.jpg,notlabeled,0.3617,0.1105,0.2569,0.2709,0.3617
/content/drive/MyDrive/Data/Predict/453990236_1821163208376007_3567944900693541461_n.jpg,notlabeled,0.5353,0.34,0.0612,0.5353,0.0635
/content/drive/MyDrive/Data/Predict/453901224_17858988483216602_3949787361901396757_n.jpg,notlabeled,0.5544,0.2866,0.0344,0.5544,0.1246
/content/drive/MyDrive/Data/Predict/453874353_17861859837198417_226014669165467991_n.jpg,notlabeled,0.4056,0.3629,0.1092,0.4056,0.1223
/content/drive/MyDrive/Data/Predict/454031560_1693473091388212_6353278773985361863_n.jpg,notlabeled,0.4625,0.2791,0.0701,0.4625,0.1883
/content/drive/MyDrive/Data/Predict/453766002_1295414228106242_8019885344892393144_n.heic,notlabeled,0.3572,0.1037,0.3216,0.3572,0.2175
/content/drive/MyDrive/Data/Predict/453418263_1263153965058531_3063946537757826572_n.webp,notlabeled,0.4465,0.1936,0.0516,0.3083,0.4465
/content/drive/MyDrive/Data/Predict/453962432_1179690543244800_3334708622502267856_n.webp,notlabeled,0.5137,0.2619,0.0743,0.1501,0.5137
/content/drive/MyDrive/Data/Predict/453627891_17848866201258586_2047768665901385716_n.jpg,notlabeled,0.3802,0.0841,0.2186,0.3171,0.3802
/content/drive/MyDrive/Data/Predict/453792092_1217109969421755_5789045452056890060_n.webp,notlabeled,0.4402,0.3834,0.0693,0.1071,0.4402
/content/drive/MyDrive/Data/Predict/454031559_404774502090786_5763288415954530084_n.webp,notlabeled,0.3396,0.2674,0.1191,0.3396,0.2739
/content/drive/MyDrive/Data/Predict/453874725_18159407884312348_8659070732436011155_n.webp,notlabeled,0.5362,0.1246,0.5362,0.1565,0.1827
/content/drive/MyDrive/Data/Predict/453514521_18029765594185762_6873063021116589478_n.jpg,notlabeled,0.5167,0.3505,0.0503,0.0824,0.5167
/content/drive/MyDrive/Data/Predict/454009916_512837617880880_5721079502288932818_n.jpg,notlabeled,0.4092,0.1662,0.1075,0.3171,0.4092
/content/drive/MyDrive/Data/Predict/469055967_18380377066108849_852975191628403625_n.jpg,notlabeled,0.6647,0.0526,0.1993,0.0834,0.6647
/content/drive/MyDrive/Data/Predict/453465087_370710365834127_4802159579068092011_n.jpg,notlabeled,0.3053,0.1633,0.2929,0.2386,0.3053
/content/drive/MyDrive/Data/Predict/453784278_1025007405640897_2784192736083619418_n.jpg,notlabeled,0.3291,0.2141,0.1894,0.2674,0.3291
/content/drive/MyDrive/Data/Predict/453831071_814048664258750_5102111669043844663_n.jpg,notlabeled,0.6367,0.1361,0.1149,0.6367,0.1123
/content/drive/MyDrive/Data/Predict/453827737_450976074596036_4108404393625586681_n.webp,notlabeled,0.4451,0.2766,0.0585,0.2197,0.4451
/content/drive/MyDrive/Data/Predict/453658424_17848866174258586_2357543705971423747_n.jpg,notlabeled,0.5143,0.0778,0.2197,0.1882,0.5143
/content/drive/MyDrive/Data/Predict/454029390_372603942533873_2109087506545834989_n.webp,notlabeled,0.506,0.2247,0.1411,0.1282,0.506
/content/drive/MyDrive/Data/Predict/454144610_8465932140104002_5231943977283711499_n.jpg,notlabeled,0.3292,0.3292,0.2193,0.2063,0.2452
/content/drive/MyDrive/Data/Predict/453366610_1587070148507545_4835538685565426033_n.jpg,notlabeled,0.5774,0.1449,0.1566,0.1211,0.5774
/content/drive/MyDrive/Data/Predict/453999872_847692253986398_3168342057862754773_n.jpg,notlabeled,0.4811,0.4811,0.0774,0.2119,0.2295
/content/drive/MyDrive/Data/Predict/453514044_464143959879308_682822186191638242_n.jpg,notlabeled,0.3611,0.1472,0.2247,0.267,0.3611
/content/drive/MyDrive/Data/Predict/453473377_8003738949739376_8035577578130761073_n.jpg,notlabeled,0.3498,0.0988,0.3498,0.2992,0.2522
/content/drive/MyDrive/Data/Predict/453880673_3593649417524214_4683339609172263455_n.webp,notlabeled,0.4089,0.4089,0.0763,0.1971,0.3177
/content/drive/MyDrive/Data/Predict/454041380_1441043723268891_7993442700255623371_n.jpg,notlabeled,0.4109,0.0904,0.4109,0.1152,0.3836
/content/drive/MyDrive/Data/Predict/453632996_17848866162258586_3944877588323296934_n.jpg,notlabeled,0.5034,0.0772,0.1201,0.2993,0.5034
/content/drive/MyDrive/Data/Predict/454157800_1246939970048586_685558328892202429_n.jpg,notlabeled,0.4925,0.1862,0.4925,0.1245,0.1968
/content/drive/MyDrive/Data/Predict/453233908_1605649900004616_7961925665922044850_n.webp,notlabeled,0.3944,0.1459,0.3944,0.258,0.2017
/content/drive/MyDrive/Data/Predict/453897371_397624263340999_2813693279364701386_n.webp,notlabeled,0.5665,0.2189,0.0866,0.128,0.5665
/content/drive/MyDrive/Data/Predict/453524053_2138797463159318_1793605557927753280_n.webp,notlabeled,0.3444,0.0931,0.3248,0.3444,0.2377
/content/drive/MyDrive/Data/Predict/454007244_478510948219466_1209418189183192102_n.jpg,notlabeled,0.5288,0.3552,0.0585,0.5288,0.0575
/content/drive/MyDrive/Data/Predict/454011332_1543630723233399_3958616181481451321_n.webp,notlabeled,0.3583,0.3213,0.0758,0.2446,0.3583
/content/drive/MyDrive/Data/Predict/453632292_17893290021053001_7744997539380232829_n.jpg,notlabeled,0.5841,0.2801,0.0476,0.5841,0.0882
/content/drive/MyDrive/Data/Predict/453918494_892387329347113_7413125997344541532_n.webp,notlabeled,0.614,0.2143,0.0619,0.1098,0.614
/content/drive/MyDrive/Data/Predict/453723901_1015925420070223_3498789807167506559_n.jpg,notlabeled,0.6255,0.0729,0.1406,0.161,0.6255
/content/drive/MyDrive/Data/Predict/453852015_863636859038005_5745367616496433538_n.webp,notlabeled,0.3459,0.2732,0.0731,0.3459,0.3078
/content/drive/MyDrive/Data/Predict/454029390_2391267241071818_4877895662782872021_n.webp,notlabeled,0.4423,0.3814,0.0696,0.1068,0.4423
/content/drive/MyDrive/Data/Predict/453981714_1680557646024465_3526490759596968529_n.webp,notlabeled,0.4453,0.2392,0.1645,0.151,0.4453
/content/drive/MyDrive/Data/Predict/453731663_18362940721109966_7362228628679293836_n.jpg,notlabeled,0.5423,0.3426,0.0667,0.5423,0.0484
/content/drive/MyDrive/Data/Predict/453877754_17861680848197594_6581091310137321623_n.jpg,notlabeled,0.5933,0.1231,0.5933,0.2233,0.0603
/content/drive/MyDrive/Data/Predict/453830402_350357808137610_8203272224849591694_n.webp,notlabeled,0.3428,0.2984,0.0752,0.2836,0.3428
/content/drive/MyDrive/Data/Predict/454091203_1641971903011188_2777243355032227480_n.jpg,notlabeled,0.3222,0.1232,0.241,0.3136,0.3222
/content/drive/MyDrive/Data/Predict/454052303_1237589031000562_2082294740270968177_n.jpg,notlabeled,0.4366,0.0496,0.4366,0.3039,0.2099
/content/drive/MyDrive/Data/Predict/454057864_863876138950451_7816615438825901611_n.jpg,notlabeled,0.3447,0.0528,0.3221,0.3447,0.2804
/content/drive/MyDrive/Data/Predict/453800376_1430480120955127_1598084365647255797_n.jpg,notlabeled,0.5211,0.1151,0.1562,0.5211,0.2077
/content/drive/MyDrive/Data/Predict/453900353_1042432747482737_5773623175277055117_n.jpg,notlabeled,0.6483,0.6483,0.0888,0.0936,0.1692
/content/drive/MyDrive/Data/Predict/453854165_18029765531185762_6514478619281113686_n.jpg,notlabeled,0.5609,0.3047,0.0456,0.0889,0.5609
/content/drive/MyDrive/Data/Predict/453883928_1871270846682741_4612665097356314912_n.jpg,notlabeled,0.3639,0.346,0.1283,0.1618,0.3639
/content/drive/MyDrive/Data/Predict/453612563_510103728197318_8773208449346667683_n.jpg,notlabeled,0.3438,0.1472,0.2198,0.2892,0.3438
/content/drive/MyDrive/Data/Predict/453817365_1418670632181661_3068925109502050049_n.jpg,notlabeled,0.4498,0.4498,0.0459,0.3405,0.1638
/content/drive/MyDrive/Data/Predict/454041792_1552739925601320_5054665144457331483_n.jpg,notlabeled,0.3634,0.3634,0.0495,0.2248,0.3623
/content/drive/MyDrive/Data/Predict/453964799_750245507125979_268367585590225204_n.webp,notlabeled,0.6144,0.213,0.0619,0.1108,0.6144
/content/drive/MyDrive/Data/Predict/453855021_927878192692751_4096493404783472514_n.webp,notlabeled,0.4383,0.0947,0.0956,0.3714,0.4383
/content/drive/MyDrive/Data/Predict/453316790_1036671521163994_2828370187636352795_n.heic,notlabeled,0.4255,0.4255,0.1364,0.3569,0.0812
/content/drive/MyDrive/Data/Predict/453888350_519940887049088_9048067991412524581_n.jpg,notlabeled,0.5538,0.5538,0.0686,0.1615,0.2161
/content/drive/MyDrive/Data/Predict/453918498_479422628135907_4229530223914376893_n.jpg,notlabeled,0.6599,0.0941,0.1759,0.6599,0.07
/content/drive/MyDrive/Data/Predict/453854186_18029765522185762_6528947102592928593_n.jpg,notlabeled,0.3913,0.3244,0.0783,0.206,0.3913
/content/drive/MyDrive/Data/Predict/453981162_1874285659716632_1649367370995648677_n.jpg,notlabeled,0.4727,0.4727,0.0914,0.2863,0.1496
/content/drive/MyDrive/Data/Predict/453718360_1024936666007093_1785338692906270492_n.heic,notlabeled,0.3347,0.0993,0.3104,0.3347,0.2557
/content/drive/MyDrive/Data/Predict/471162018_17881137573197594_6861622566217363732_n.jpg,notlabeled,0.351,0.351,0.2802,0.1568,0.2121
/content/drive/MyDrive/Data/Predict/453648172_512413484497515_2148310570124607685_n.jpg,notlabeled,0.5308,0.5308,0.0894,0.2191,0.1608
/content/drive/MyDrive/Data/Predict/453772342_7652250911568825_1084536429187154544_n.jpg,notlabeled,0.4977,0.1222,0.2657,0.4977,0.1143
/content/drive/MyDrive/Data/Predict/454110729_1060739992292683_2979773192476313190_n.jpg,notlabeled,0.3307,0.3307,0.1785,0.2775,0.2134
/content/drive/MyDrive/Data/Predict/454142465_333782329828779_474485871703071950_n.webp,notlabeled,0.4393,0.2765,0.0984,0.4393,0.1858
/content/drive/MyDrive/Data/Predict/453918494_1193135188556194_2114576865084181961_n.webp,notlabeled,0.6756,0.129,0.1157,0.0797,0.6756
/content/drive/MyDrive/Data/Predict/453812662_837888978443020_4352610085312060526_n.jpg,notlabeled,0.3144,0.2217,0.2406,0.2233,0.3144
/content/drive/MyDrive/Data/Predict/454041974_3656148501312048_5711648416355250985_n.webp,notlabeled,0.3551,0.3551,0.0639,0.3034,0.2775
/content/drive/MyDrive/Data/Predict/453886651_18029765603185762_3555992978030865430_n.jpg,notlabeled,0.4193,0.4193,0.042,0.1242,0.4145
/content/drive/MyDrive/Data/Predict/453779857_17897734065040163_8567682089620052210_n.jpg,notlabeled,0.498,0.1805,0.1332,0.1884,0.498
/content/drive/MyDrive/Data/Predict/453780161_3646947188858486_3788418130816317403_n.jpg,notlabeled,0.4273,0.3635,0.0642,0.4273,0.145
/content/drive/MyDrive/Data/Predict/453992889_1622662201636444_4214934256879401587_n.jpg,notlabeled,0.4316,0.1383,0.4316,0.3586,0.0716
/content/drive/MyDrive/Data/Predict/453778337_3294288957373062_1465867448055038119_n.jpg,notlabeled,0.5785,0.5785,0.0678,0.156,0.1977
/content/drive/MyDrive/Data/Predict/453918510_1229134771596351_1631414286626756170_n.webp,notlabeled,0.5143,0.204,0.116,0.1657,0.5143
/content/drive/MyDrive/Data/Predict/453625480_18029765585185762_4108232186370482173_n.jpg,notlabeled,0.486,0.3648,0.0593,0.0899,0.486
/content/drive/MyDrive/Data/Predict/473803802_18484176775038528_8948280465388638624_n.jpg,notlabeled,0.5734,0.0553,0.2432,0.1281,0.5734
/content/drive/MyDrive/Data/Predict/468217213_17929892213967834_4345591175476518161_n.jpg,notlabeled,0.4835,0.1234,0.212,0.4835,0.1811
/content/drive/MyDrive/Data/Predict/453831874_3839493972947973_5694071084725010084_n.jpg,notlabeled,0.5073,0.2543,0.0493,0.189,0.5073
/content/drive/MyDrive/Data/Predict/453905512_17861680812197594_7260811737873139326_n.jpg,notlabeled,0.6423,0.0666,0.6423,0.203,0.0881
/content/drive/MyDrive/Data/Predict/454092489_534350705685038_4210985922324437147_n.jpg,notlabeled,0.3231,0.3231,0.1759,0.2523,0.2487
/content/drive/MyDrive/Data/Predict/453974269_18029765576185762_203279330482286205_n.jpg,notlabeled,0.5784,0.2706,0.0643,0.0867,0.5784
/content/drive/MyDrive/Data/Predict/469818654_17867769573258586_3765445991200648614_n.jpg,notlabeled,0.416,0.0943,0.2459,0.2438,0.416
/content/drive/MyDrive/Data/Predict/453730364_18351909586118260_5097437427540458057_n.jpg,notlabeled,0.4242,0.2446,0.0604,0.4242,0.2708
/content/drive/MyDrive/Data/Predict/453999879_483268550992870_7869977413334535401_n.webp,notlabeled,0.3701,0.2619,0.1455,0.2226,0.3701
/content/drive/MyDrive/Data/Predict/453966722_17935510259888268_3172348325657591505_n.jpg,notlabeled,0.7735,0.0596,0.0662,0.7735,0.1006
/content/drive/MyDrive/Data/Predict/453724925_1158011842142391_5885120189769838473_n.jpg,notlabeled,0.7191,0.0434,0.1694,0.0682,0.7191
/content/drive/MyDrive/Data/Predict/453881509_18447000547049674_2503547512796951696_n.jpg,notlabeled,0.4752,0.1635,0.1738,0.4752,0.1874
/content/drive/MyDrive/Data/Predict/453847474_1682843785818686_2608048913626742892_n.webp,notlabeled,0.6473,0.177,0.0881,0.0876,0.6473
/content/drive/MyDrive/Data/Predict/452472259_3803177369958965_2320845895936395159_n.jpg,notlabeled,0.3009,0.186,0.2494,0.2636,0.3009
/content/drive/MyDrive/Data/Predict/453797123_1898495630576737_5739001527968955570_n.jpg,notlabeled,0.7037,0.1759,0.0551,0.7037,0.0653
/content/drive/MyDrive/Data/Predict/453885420_1027424708959283_478480967747039248_n.webp,notlabeled,0.4052,0.2945,0.1254,0.1748,0.4052
/content/drive/MyDrive/Data/Predict/453429470_1000068791617583_8992177381226348708_n.webp,notlabeled,0.5082,0.2402,0.1038,0.1477,0.5082
/content/drive/MyDrive/Data/Predict/454044313_18029765549185762_6949023892808032385_n.jpg,notlabeled,0.4949,0.336,0.0576,0.1116,0.4949
/content/drive/MyDrive/Data/Predict/454018950_3893780370866853_543532270508449176_n.heic,notlabeled,0.324,0.1045,0.324,0.2968,0.2746
/content/drive/MyDrive/Data/Predict/453879522_1240730593756641_4743065512148173453_n.webp,notlabeled,0.6719,0.2243,0.0623,0.6719,0.0415
/content/drive/MyDrive/Data/Predict/453730719_18430991179069706_5891733155559871763_n.jpg,notlabeled,0.6851,0.1827,0.0618,0.6851,0.0703
/content/drive/MyDrive/Data/Predict/453603446_1040521717631793_3443220342355183044_n.webp,notlabeled,0.4926,0.4926,0.0734,0.208,0.226
/content/drive/MyDrive/Data/Predict/453895021_389324637595261_810968125445025749_n.webp,notlabeled,0.5503,0.2684,0.0715,0.1098,0.5503
/content/drive/MyDrive/Data/Predict/453816612_2760746130749897_8467192405672859681_n.jpg,notlabeled,0.3234,0.0938,0.3234,0.2598,0.323
/content/drive/MyDrive/Data/Predict/453289967_837764275085996_7288628934563209806_n.webp,notlabeled,0.375,0.0952,0.2794,0.2504,0.375
/content/drive/MyDrive/Data/Predict/453247115_458531710288538_7223305521784441584_n.webp,notlabeled,0.4539,0.2667,0.0982,0.1812,0.4539
/content/drive/MyDrive/Data/Predict/452778860_1677437112796256_6063185624092307580_n.jpg,notlabeled,0.4426,0.2132,0.0652,0.2789,0.4426
/content/drive/MyDrive/Data/Predict/453718358_482813854481259_5382838261863829079_n.jpg,notlabeled,0.4787,0.0577,0.2601,0.2036,0.4787
/content/drive/MyDrive/Data/Predict/453856483_18159407896312348_6072619844976623618_n.webp,notlabeled,0.4152,0.1246,0.4152,0.2735,0.1867
/content/drive/MyDrive/Data/Predict/454161589_1519176398804573_5778639688171181392_n.jpg,notlabeled,0.5765,0.1347,0.1559,0.5765,0.1329
/content/drive/MyDrive/Data/Predict/454158878_365153936618781_1055049839092779664_n.jpg,notlabeled,0.5133,0.2608,0.0528,0.1731,0.5133
/content/drive/MyDrive/Data/Predict/454026828_434858096208413_3524217017445257192_n.jpg,notlabeled,0.6916,0.6916,0.0321,0.086,0.1904
/content/drive/MyDrive/Data/Predict/453897597_801234885171017_6176307145532574668_n.jpg,notlabeled,0.7274,0.7274,0.0497,0.1086,0.1144
/content/drive/MyDrive/Data/Predict/453885417_1762082340865731_104181284953630088_n.jpg,notlabeled,0.4687,0.1652,0.2143,0.4687,0.1517
/content/drive/MyDrive/Data/Predict/453755857_531268879240383_8426593436494957607_n.webp,notlabeled,0.7477,0.106,0.0974,0.7477,0.049
/content/drive/MyDrive/Data/Predict/453770604_1020442119548344_4241239888387749817_n.jpg,notlabeled,0.3731,0.3731,0.0942,0.28,0.2528
/content/drive/MyDrive/Data/Predict/453378039_509721391715855_7273210712252577221_n.jpg,notlabeled,0.5018,0.1987,0.0818,0.2177,0.5018
/content/drive/MyDrive/Data/Predict/453895114_506706961716008_5657314386615552657_n.jpg,notlabeled,0.457,0.1193,0.0712,0.3526,0.457
/content/drive/MyDrive/Data/Predict/453780171_489407763735760_3697873611584888062_n.heic,notlabeled,0.3758,0.0971,0.2641,0.263,0.3758
/content/drive/MyDrive/Data/Predict/453649752_1915344452302729_1411170173534553231_n.jpg,notlabeled,0.5429,0.3037,0.0475,0.5429,0.1059
/content/drive/MyDrive/Data/Predict/453721650_1038343311040426_994146254089775640_n.jpg,notlabeled,0.7895,0.1158,0.0446,0.7895,0.0501
/content/drive/MyDrive/Data/Predict/453868330_896485765852116_1524831992106180187_n.jpg,notlabeled,0.5063,0.1307,0.1349,0.2281,0.5063
/content/drive/MyDrive/Data/Predict/453905283_460094730259932_1258536843478828992_n.webp,notlabeled,0.4746,0.3273,0.0511,0.1471,0.4746
/content/drive/MyDrive/Data/Predict/453768380_1601399920439472_1326627939097430883_n.jpg,notlabeled,0.3546,0.3546,0.0998,0.259,0.2866
/content/drive/MyDrive/Data/Predict/453882300_482310904507957_7443968152876538771_n.webp,notlabeled,0.5367,0.1686,0.0933,0.2014,0.5367
/content/drive/MyDrive/Data/Predict/475368812_18481615120010960_6981088585710756564_n.jpg,notlabeled,0.5031,0.0829,0.1608,0.5031,0.2533
/content/drive/MyDrive/Data/Predict/453964942_810966394476446_7529173081745932768_n.webp,notlabeled,0.5449,0.2143,0.1198,0.121,0.5449
/content/drive/MyDrive/Data/Predict/469934843_18478274809008933_2967521312332549242_n.jpg,notlabeled,0.5443,0.5443,0.1043,0.1458,0.2057
/content/drive/MyDrive/Data/Predict/454011332_1031538151932097_1659482932571380713_n.jpg,notlabeled,0.3609,0.1733,0.3609,0.2325,0.2333
/content/drive/MyDrive/Data/Predict/453744918_347693071609111_2995954328858000702_n.webp,notlabeled,0.3778,0.3778,0.0916,0.2018,0.3289
/content/drive/MyDrive/Data/Predict/454009923_475484582007959_5831735730212985762_n.heic,notlabeled,0.3406,0.1053,0.3406,0.3112,0.2428
/content/drive/MyDrive/Data/Predict/453787100_18159413620312348_4635201961977199254_n.webp,notlabeled,0.314,0.3065,0.1624,0.314,0.2172
/content/drive/MyDrive/Data/Predict/453743396_18038749769002668_3560744388936475302_n.jpg,notlabeled,0.5264,0.5264,0.1311,0.2428,0.0997
/content/drive/MyDrive/Data/Predict/453648621_879528760689961_4225770997702987192_n.heic,notlabeled,0.3926,0.305,0.178,0.3926,0.1243
/content/drive/MyDrive/Data/Predict/453842183_978355570698751_8670246112006899563_n.jpg,notlabeled,0.7263,0.1251,0.0795,0.7263,0.0692
/content/drive/MyDrive/Data/Predict/453315822_7654383918006054_3250362227132154693_n.jpg,notlabeled,0.43,0.1621,0.1824,0.2255,0.43
/content/drive/MyDrive/Data/Predict/453780171_473699128727854_1420986930739039114_n.jpg,notlabeled,0.4255,0.0934,0.1848,0.2962,0.4255
/content/drive/MyDrive/Data/Predict/453387745_1231740834482691_5197893480735079719_n.jpg,notlabeled,0.485,0.1246,0.2153,0.1751,0.485
/content/drive/MyDrive/Data/Predict/453916118_1097509371948215_2271202193292970835_n.jpg,notlabeled,0.5828,0.16,0.1307,0.1265,0.5828
/content/drive/MyDrive/Data/Predict/454002874_520823047175917_2590288411287551329_n.jpg,notlabeled,0.3707,0.179,0.2594,0.1909,0.3707
/content/drive/MyDrive/Data/Predict/454041795_1015039326983172_6995596674168125551_n.webp,notlabeled,0.5201,0.17,0.116,0.5201,0.1939
/content/drive/MyDrive/Data/Predict/453873725_366702859796558_2847229421966952018_n.webp,notlabeled,0.5451,0.2157,0.1197,0.1196,0.5451
/content/drive/MyDrive/Data/Predict/453661423_468798166111944_6968345667277061146_n.jpg,notlabeled,0.6566,0.0796,0.6566,0.2003,0.0634
/content/drive/MyDrive/Data/Predict/453896458_1210925110335793_9008817874707583720_n.jpg,notlabeled,0.6454,0.2268,0.0686,0.6454,0.0592
/content/drive/MyDrive/Data/Predict/453763707_18029765567185762_7109203766203465368_n.jpg,notlabeled,0.5446,0.3352,0.0431,0.077,0.5446
/content/drive/MyDrive/Data/Predict/453802782_18029765540185762_1643033726697762047_n.jpg,notlabeled,0.587,0.2893,0.0505,0.0732,0.587
/content/drive/MyDrive/Data/Predict/453632762_17848866183258586_1646502437624930637_n.jpg,notlabeled,0.5989,0.076,0.126,0.1991,0.5989
/content/drive/MyDrive/Data/Predict/454016373_804455581867939_7080156951927963473_n.jpg,notlabeled,0.5736,0.0627,0.1211,0.5736,0.2425
/content/drive/MyDrive/Data/Predict/453661922_496681943046703_1442727022273325591_n.jpg,notlabeled,0.5457,0.5457,0.0596,0.2407,0.154
/content/drive/MyDrive/Data/Predict/453490697_1128829518221179_9029560593235392684_n.jpg,notlabeled,0.4237,0.4076,0.0672,0.4237,0.1015
/content/drive/MyDrive/Data/Predict/454159509_1217316406133994_8959756239696186810_n.jpg,notlabeled,0.4402,0.151,0.0629,0.4402,0.346
/content/drive/MyDrive/Data/Predict/452410362_998384868656191_6178616996154886549_n.webp,notlabeled,0.3364,0.1867,0.2114,0.2655,0.3364
/content/drive/MyDrive/Data/Predict/453773365_416841558043853_3619486717686603415_n.jpg,notlabeled,0.6668,0.1319,0.084,0.6668,0.1173
/content/drive/MyDrive/Data/Predict/453886487_3746596225556174_2699236542614835738_n.jpg,notlabeled,0.3954,0.3954,0.0549,0.3567,0.193
/content/drive/MyDrive/Data/Predict/453870654_1215439973237151_3875514627873449766_n.jpg,notlabeled,0.7254,0.0299,0.1737,0.7254,0.071
/content/drive/MyDrive/Data/Predict/453885427_1703715010439566_4659767696288560788_n.jpg,notlabeled,0.3773,0.3115,0.0931,0.218,0.3773
/content/drive/MyDrive/Data/Predict/454036596_456841857196501_5112365506626953434_n.jpg,notlabeled,0.586,0.178,0.1162,0.586,0.1198
/content/drive/MyDrive/Data/Predict/453769385_18159407887312348_5627085895287325640_n.webp,notlabeled,0.2978,0.2295,0.2503,0.2225,0.2978
/content/drive/MyDrive/Data/Predict/453779226_17848866165258586_517575263945124442_n.jpg,notlabeled,0.5007,0.027,0.5007,0.2186,0.2537
/content/drive/MyDrive/Data/Predict/453842183_4629674160504866_4714650010980965725_n.jpg,notlabeled,0.7909,0.0475,0.0972,0.7909,0.0644
/content/drive/MyDrive/Data/Predict/454113493_1011857350549358_7534336523176845143_n.webp,notlabeled,0.5664,0.2195,0.0863,0.1277,0.5664
/content/drive/MyDrive/Data/Predict/454152074_7811068238942070_4037713277568471382_n.jpg,notlabeled,0.431,0.3256,0.1023,0.431,0.1412
/content/drive/MyDrive/Data/Predict/453842830_920349416520668_4344746950973317639_n.webp,notlabeled,0.5117,0.2644,0.0743,0.1495,0.5117
/content/drive/MyDrive/Data/Predict/453895814_414077991673126_4458749531550242546_n.webp,notlabeled,0.438,0.0586,0.2641,0.438,0.2393
/content/drive/MyDrive/Data/Predict/453779249_18029765558185762_1008275936188151167_n.jpg,notlabeled,0.6018,0.2841,0.0505,0.0636,0.6018
/content/drive/MyDrive/Data/Predict/453767062_442290475462402_6564520107518845249_n.webp,notlabeled,0.4499,0.1228,0.1134,0.4499,0.314
/content/drive/MyDrive/Data/Predict/453909976_508620541823188_3481714580664549151_n.webp,notlabeled,0.5609,0.3121,0.0659,0.5609,0.0611
/content/drive/MyDrive/Data/Predict/454026714_2218307218508379_1157192526362641514_n.jpg,notlabeled,0.2865,0.2078,0.2865,0.2352,0.2705
/content/drive/MyDrive/Data/Predict/453660367_507874681628330_1193315884969670698_n.jpg,notlabeled,0.3264,0.1405,0.3264,0.3048,0.2283
/content/drive/MyDrive/Data/Predict/472380930_18369554344191709_7333070408733219474_n.jpg,notlabeled,0.4585,0.0624,0.4585,0.1225,0.3565
/content/drive/MyDrive/Data/Predict/454017090_897806902161287_8992953169985347609_n.jpg,notlabeled,0.6668,0.1319,0.084,0.6668,0.1173
/content/drive/MyDrive/Data/Predict/454121959_531887435951942_1730633680421227316_n.jpg,notlabeled,0.3181,0.3181,0.1226,0.3011,0.2582
/content/drive/MyDrive/Data/Predict/453661915_1075874690570761_3161912931334281529_n.heic,notlabeled,0.6434,0.1926,0.1131,0.6434,0.0509
/content/drive/MyDrive/Data/Predict/453711513_1011062494053567_3157399390438063645_n.jpg,notlabeled,0.3615,0.2991,0.0539,0.2854,0.3615
/content/drive/MyDrive/Data/Predict/454171458_865850815602378_3767338364906906834_n.jpg,notlabeled,0.304,0.1646,0.2883,0.243,0.304
/content/drive/MyDrive/Data/Predict/454107984_1007569837479790_8050735580121377436_n.jpg,notlabeled,0.7702,0.1236,0.0414,0.0648,0.7702
/content/drive/MyDrive/Data/Predict/453860570_1035060058176482_7174178817196674422_n.jpg,notlabeled,0.3707,0.1119,0.2475,0.3707,0.2698
/content/drive/MyDrive/Data/Predict/453941307_1417933608904965_3520975611790176415_n.jpg,notlabeled,0.3981,0.1785,0.1696,0.2538,0.3981
/content/drive/MyDrive/Data/Predict/453903985_373521318856847_8042671352291934526_n.jpg,notlabeled,0.393,0.0757,0.1814,0.393,0.3499
/content/drive/MyDrive/Data/Predict/453969396_340354389153641_8172858329908501238_n.jpg,notlabeled,0.4712,0.3462,0.0698,0.1127,0.4712
/content/drive/MyDrive/Data/Predict/453605976_512460097970454_1022297184418488746_n.jpg,notlabeled,0.5851,0.5851,0.0895,0.1181,0.2074
/content/drive/MyDrive/Data/Predict/470199027_18352344736131963_7003211352396140491_n.jpg,notlabeled,0.5073,0.216,0.5073,0.1857,0.091
/content/drive/MyDrive/Data/Predict/453932702_421096823624551_7602870931098581230_n.jpg,notlabeled,0.4325,0.2143,0.0985,0.2547,0.4325
